"","AA4","is_female","DG3","DG4","DG5_4","DG6","DG8a","DG9a","DL0","DL1","DL14","DL15","DL24","MT1","MT1A","MT2","MT10","IFI14_1","IFI14_2","IFI15_2","IFI16_1","FL4","FL9A","FL10","FB20","LN1A","LN2_1","GN2","GN3","GN4","GN5"
"1160","23","1","3","1","2","2","1","1","2","7","1","2","3","1","2","2","2","2","99","99","1","2","96","5","8","4","1","2","2","2","2"
"1161","42","0","1","7","2","3","5","3","2","2","5","1","5","2","3","1","1","5","5","99","99","1","1","7","3","1","4","4","4","4","4"
"1162","33","1","3","1","2","1","3","2","1","4","4","1","2","0","1","2","2","3","3","3","2","1","3","11","15","2","1","1","1","1","1"
"1163","26","1","8","5","2","2","2","1","2","7","2","1","1","1","2","2","2","99","99","99","2","2","7","99","14","2","2","2","2","2","3"
"1164","26","1","8","6","2","2","3","1","2","7","3","2","9","1","2","1","1","3","3","2","3","2","1","6","3","3","1","2","2","2","2"
"1165","43","0","1","10","1","1","1","1","1","1","1","2","5","1","1","1","1","99","99","99","7","1","1","2","2","1","5","1","1","1","1"
"1166","44","1","1","5","2","1","1","1","1","10","1","2","1","0","1","2","2","3","3","2","3","1","1","99","6","2","1","1","4","1","1"
"1167","31","0","3","1","2","3","6","3","2","1","6","4","3","3","99","2","2","1","99","99","1","1","11","3","8","1","1","1","2","2","2"
"1168","26","1","2","7","2","3","2","1","2","7","2","3","2","2","2","1","1","3","3","3","2","8","1","7","12","1","4","3","3","3","3"
"1169","26","1","1","9","2","3","4","1","2","8","4","3","3","1","3","2","2","2","2","1","1","3","6","99","2","1","3","3","3","3","3"
"1170","25","0","3","1","2","1","2","1","1","1","5","1","1","1","1","1","1","4","99","99","3","1","1","11","15","4","1","3","3","3","3"
"1171","44","1","3","6","1","2","2","2","2","2","4","3","3","2","2","1","1","3","99","99","3","2","6","4","7","1","3","3","3","3","3"
"1172","44","1","3","6","2","2","4","4","2","7","6","2","4","3","2","1","1","2","1","1","2","2","11","1","2","1","3","2","2","2","2"
"1173","43","0","3","6","1","1","5","2","1","2","8","2","99","3","1","1","1","1","1","1","2","99","11","99","15","2","3","2","1","1","1"
"1174","26","1","1","10","2","3","5","3","2","96","5","3","3","1","5","2","2","3","3","2","2","1","1","11","2","2","4","4","4","4","4"
"1175","16","1","3","4","2","2","3","1","2","7","5","2","4","1","2","2","2","3","3","2","1","2","4","9","1","3","3","2","2","2","2"
"1176","41","0","3","4","2","1","2","1","1","96","5","2","3","1","1","1","1","4","4","2","7","1","1","2","1","2","1","1","1","1","1"
"1177","16","1","3","7","2","4","5","1","2","7","8","4","1","2","2","2","2","2","2","1","1","2","11","5","15","2","4","4","4","4","4"
"1178","44","0","3","3","2","1","4","2","1","1","4","1","3","3","1","1","1","2","3","99","1","2","9","1","14","4","3","3","3","3","3"
"1179","41","1","3","5","2","2","2","1","2","7","4","2","2","1","2","1","1","3","3","2","2","2","3","5","1","2","1","2","2","2","2"
"1180","33","0","3","1","2","1","2","1","1","1","9","2","1","1","1","1","1","1","1","1","1","8","1","5","3","1","1","1","1","1","1"
"1181","31","0","3","6","2","1","2","2","1","5","2","1","3","1","1","1","2","5","5","2","2","1","1","7","1","4","1","1","1","1","1"
"1182","34","0","1","10","1","7","3","2","1","1","3","2","4","2","1","2","1","6","6","2","2","1","7","7","2","1","5","4","4","4","4"
"1183","26","0","3","1","2","1","2","1","1","4","3","1","2","1","1","2","2","3","4","3","1","1","1","2","13","4","1","3","3","3","3"
"1184","34","0","3","1","2","1","3","1","1","2","4","1","3","1","4","2","2","1","1","1","1","1","6","2","4","1","1","1","1","1","1"
"1185","34","0","3","6","2","2","3","3","1","2","5","2","99","1","1","1","1","99","99","99","3","2","1","11","6","3","3","1","1","1","1"
"1186","14","0","8","7","2","3","2","2","2","8","2","3","4","1","3","1","1","3","3","2","7","1","1","1","10","1","4","4","4","4","4"
"1187","16","1","1","11","2","3","6","2","2","8","6","1","3","3","3","2","2","99","99","99","2","1","11","1","14","2","2","3","3","3","3"
"1188","26","1","1","4","2","7","4","1","2","7","4","3","9","2","1","2","1","2","3","99","2","8","1","3","1","1","3","1","3","3","3"
"1189","44","0","1","11","2","7","4","2","2","1","4","1","3","2","1","1","1","4","3","3","3","1","6","2","2","1","5","1","1","1","1"
"1190","44","1","3","3","2","2","2","2","2","99","2","1","2","1","2","2","2","3","3","5","2","2","11","99","1","2","3","3","3","3","3"
"1191","26","1","6","1","2","1","4","2","2","7","4","3","3","3","4","2","2","3","3","2","96","8","1","11","15","4","1","96","96","3","3"
"1192","26","0","3","6","2","1","2","0","2","5","2","1","1","2","1","1","1","2","2","2","3","99","1","3","1","4","1","2","2","2","2"
"1193","26","1","3","4","2","2","2","2","2","4","4","1","1","1","2","1","1","3","3","2","6","2","3","5","1","2","1","2","2","2","2"
"1194","41","1","3","3","2","2","3","2","2","7","3","2","2","2","2","2","2","3","3","1","2","2","3","5","13","3","1","3","3","3","1"
"1195","33","0","3","5","2","1","2","2","1","3","2","1","1","1","4","2","2","3","3","3","1","99","11","6","1","4","1","3","99","3","3"
"1196","43","0","3","6","2","1","4","2","1","1","6","2","99","3","1","1","1","2","2","99","99","1","1","99","15","1","4","2","1","1","1"
"1197","42","0","1","10","2","3","3","2","2","1","3","1","3","2","3","2","2","99","99","99","3","1","1","2","1","1","4","4","4","4","4"
"1198","44","0","3","5","1","1","3","3","1","1","3","1","3","1","2","2","2","4","4","4","3","1","11","99","14","4","1","1","2","1","1"
"1199","41","0","3","1","2","4","6","2","2","9","6","1","4","4","4","2","2","1","1","1","2","8","1","6","3","4","1","3","3","3","3"
"1200","41","1","6","1","2","1","1","1","1","10","1","1","1","0","1","2","2","4","99","99","2","1","7","4","6","4","2","1","1","1","1"
"1201","16","1","3","5","2","2","2","1","2","96","2","3","3","1","2","1","2","4","99","99","2","1","6","6","1","4","1","2","2","2","2"
"1202","44","0","3","6","1","1","2","2","1","5","3","2","3","2","1","1","1","3","2","6","7","1","1","11","6","1","3","3","3","3","3"
"1203","44","0","3","7","2","1","4","4","1","5","4","2","3","4","1","1","1","3","2","2","3","1","6","2","6","1","3","3","3","3","3"
"1204","16","1","3","5","2","2","2","1","2","7","4","2","3","2","1","1","1","3","99","99","1","99","5","99","15","3","4","3","3","3","3"
"1205","16","0","3","10","2","7","3","1","2","4","3","4","1","2","3","1","1","4","4","3","6","99","5","11","1","2","4","3","3","3","3"
"1206","16","1","3","5","2","7","3","1","2","7","5","1","4","2","2","2","2","4","4","2","7","2","1","99","1","2","2","2","1","2","2"
"1207","43","1","3","5","2","2","4","2","2","7","4","2","2","4","1","1","1","3","3","2","2","2","3","5","14","3","1","1","2","2","3"
"1208","16","0","3","5","1","1","2","1","1","1","4","2","3","2","1","1","1","2","2","2","1","1","1","11","1","1","3","1","1","1","1"
"1209","11","0","3","4","2","1","10","10","2","7","13","1","2","5","4","1","2","1","1","1","1","8","8","8","15","4","1","3","3","3","1"
"1210","33","1","3","6","2","1","2","1","2","7","2","1","5","1","1","1","1","1","5","2","2","1","10","4","2","1","5","1","1","1","1"
"1211","44","1","3","7","2","7","4","2","2","6","5","1","3","3","3","1","1","1","1","1","1","8","9","2","15","1","4","4","4","4","4"
"1212","26","0","1","5","2","3","3","2","2","2","4","1","1","1","3","1","1","2","2","2","2","1","11","99","15","2","2","4","4","4","4"
"1213","41","0","3","1","2","2","3","1","2","1","4","1","3","2","2","1","1","2","3","3","1","2","3","2","12","4","2","2","3","4","2"
"1214","41","1","3","1","2","1","2","2","2","99","2","2","99","0","1","2","2","3","3","2","2","99","11","99","15","1","1","1","1","1","1"
"1215","25","1","3","3","2","2","2","1","2","3","4","1","2","2","2","1","1","2","3","3","1","2","6","2","6","3","1","2","2","2","2"
"1216","41","1","3","1","2","2","2","2","2","2","2","1","3","1","2","2","2","2","99","99","1","2","3","11","2","4","1","3","3","3","3"
"1217","41","1","6","1","2","1","3","1","2","9","3","1","3","1","4","2","2","2","99","99","1","8","7","5","1","4","1","3","3","3","3"
"1218","16","0","8","7","2","3","6","2","2","8","7","2","3","1","3","2","2","3","3","2","1","1","6","1","15","2","2","4","4","4","4"
"1219","33","0","3","6","2","1","6","3","1","4","11","2","4","4","1","1","1","3","3","3","7","1","2","7","1","2","3","3","3","4","3"
"1220","24","1","3","6","2","2","2","1","2","6","2","3","1","1","2","2","2","1","3","2","1","8","11","11","10","1","2","2","99","99","99"
"1221","33","1","3","5","2","3","6","2","2","1","7","1","3","1","1","1","1","3","3","2","2","1","1","1","14","4","1","1","1","1","1"
"1222","44","0","3","6","1","1","2","2","1","1","2","1","3","1","1","1","1","1","2","2","3","1","6","9","13","2","2","1","1","1","1"
"1223","34","0","3","4","1","1","3","3","1","1","3","1","5","2","1","1","1","3","2","1","7","1","6","2","2","1","4","2","1","1","1"
"1224","35","0","3","2","2","2","2","2","1","1","2","1","3","99","1","1","1","2","2","1","1","1","5","11","6","3","2","2","3","3","2"
"1225","34","0","3","7","2","1","2","1","1","96","4","2","3","1","1","1","1","1","6","1","1","8","1","11","2","1","3","3","3","3","3"
"1226","44","0","6","3","2","1","1","1","1","1","1","1","1","1","1","1","2","3","3","4","3","8","1","96","2","4","2","1","1","1","1"
"1227","24","1","3","2","2","2","4","2","2","7","6","1","3","1","2","2","2","99","99","6","1","2","96","4","4","4","1","2","2","2","2"
"1228","26","1","3","1","2","2","2","1","2","7","5","1","3","2","2","1","1","99","99","99","1","2","1","1","15","4","1","2","1","2","1"
"1229","41","1","3","1","2","2","4","3","2","4","7","1","2","0","99","2","2","4","4","2","3","2","3","11","3","4","1","3","3","3","3"
"1230","26","0","8","7","2","5","2","1","2","8","2","1","2","1","1","1","2","2","2","1","1","1","2","2","14","1","3","3","3","3","3"
"1231","16","1","6","1","2","1","4","2","2","7","5","1","4","1","4","2","2","4","4","5","1","3","2","8","1","4","2","3","3","3","3"
"1232","23","1","3","7","2","2","2","1","2","7","4","3","4","1","2","2","2","1","99","5","1","2","2","1","1","1","3","2","2","2","2"
"1233","32","0","1","7","1","1","2","1","1","5","2","1","3","1","1","1","1","3","2","1","2","1","8","8","1","1","1","3","3","3","3"
"1234","14","0","3","4","2","1","2","1","1","4","4","2","4","2","1","1","1","3","3","2","2","1","1","1","7","1","1","1","1","2","1"
"1235","16","1","1","4","2","3","1","1","2","7","4","4","2","0","3","2","2","3","99","99","99","1","1","10","8","3","1","4","3","3","3"
"1236","16","1","3","1","2","2","2","2","2","7","2","1","2","1","2","2","2","3","3","99","1","2","6","8","3","4","1","3","3","3","3"
"1237","13","0","3","4","2","1","3","1","1","5","9","1","2","1","1","1","1","5","5","3","3","99","11","99","6","4","1","1","1","1","1"
"1238","16","1","3","1","2","2","2","2","2","7","7","1","1","1","2","2","2","3","99","99","2","1","1","2","2","4","1","99","3","3","3"
"1239","41","1","3","6","2","7","3","1","2","7","7","1","2","1","2","2","2","3","99","99","2","2","7","8","14","4","1","3","3","3","3"
"1240","34","1","2","1","2","2","2","1","2","5","2","1","3","0","2","2","2","5","5","2","2","2","1","6","3","4","1","2","2","2","2"
"1241","26","0","3","1","2","1","4","4","1","4","5","1","3","1","4","2","2","2","4","3","1","2","11","2","11","3","1","1","1","1","1"
"1242","43","0","2","99","1","1","2","2","1","1","2","2","99","1","1","1","1","99","99","99","99","1","11","99","1","1","1","1","1","1","1"
"1243","15","1","3","1","2","5","1","1","2","7","1","1","9","1","1","2","2","2","3","1","1","1","11","5","15","4","1","2","2","2","2"
"1244","23","0","3","10","2","1","2","1","1","4","2","2","3","1","1","1","1","1","1","1","1","1","11","2","2","1","5","2","2","2","2"
"1245","23","1","3","1","2","2","3","2","2","7","4","1","3","1","2","2","2","1","1","1","1","2","1","99","2","4","1","2","2","2","2"
"1246","32","1","3","5","2","7","5","3","2","7","10","1","3","3","99","2","2","99","99","99","2","99","7","99","6","2","1","3","3","99","99"
"1247","23","1","3","99","2","2","1","1","2","99","6","3","1","1","1","1","2","3","99","2","1","99","1","5","15","4","1","2","2","2","2"
"1248","33","1","3","1","2","2","3","1","2","2","5","2","2","1","2","2","2","99","99","99","2","8","11","3","3","3","1","2","2","2","2"
"1249","35","0","99","99","2","99","99","99","2","99","5","2","99","99","99","2","2","99","99","99","99","99","11","99","15","4","1","99","99","99","99"
"1250","43","0","4","6","2","1","99","1","1","1","1","4","99","99","1","1","1","4","5","4","2","1","8","99","1","2","3","1","1","1","1"
"1251","36","0","3","6","2","1","2","1","1","1","2","1","3","1","1","1","1","2","99","99","1","3","1","8","1","2","1","3","3","1","1"
"1252","33","0","3","5","1","1","5","3","1","4","5","2","2","1","1","1","1","4","99","99","7","99","11","99","14","4","1","3","3","3","4"
"1253","32","0","3","6","2","1","2","2","2","7","2","3","99","99","1","2","2","3","3","3","2","1","11","99","15","1","3","1","1","1","1"
"1254","44","1","3","4","2","2","2","2","2","7","2","2","3","1","2","2","2","2","2","1","3","2","4","2","10","1","5","3","3","3","3"
"1255","24","1","1","7","2","3","5","0","2","8","6","1","4","3","3","2","2","3","3","3","2","99","11","99","15","1","5","99","4","4","4"
"1256","41","0","3","5","2","1","2","2","1","1","2","2","3","1","1","1","1","4","3","3","2","1","5","7","15","4","1","2","1","1","1"
"1257","16","1","3","5","2","3","6","3","2","7","11","1","2","1","2","2","2","99","99","99","2","1","2","1","2","3","1","3","4","4","3"
"1258","25","1","3","5","2","2","2","1","2","7","2","1","3","0","99","2","2","2","2","1","1","2","1","11","6","4","1","2","2","2","2"
"1259","26","1","8","5","2","7","4","1","2","7","4","1","9","1","3","2","2","2","2","1","1","8","6","2","4","3","1","4","4","4","4"
"1260","41","1","3","2","2","2","5","1","2","7","7","3","2","3","2","2","2","1","1","1","3","8","3","5","1","3","1","2","2","2","2"
"1261","13","1","3","2","2","2","3","1","2","7","3","1","2","1","2","2","2","5","5","3","7","99","11","99","6","4","1","2","2","2","2"
"1262","11","0","3","7","1","1","2","1","1","1","3","2","3","2","1","1","1","3","3","1","7","2","1","2","1","2","4","2","2","2","2"
"1263","26","1","8","1","2","2","2","1","2","4","4","1","2","1","2","2","2","3","99","99","3","2","8","11","4","4","1","2","2","2","2"
"1264","31","1","3","1","2","2","5","0","2","1","5","1","9","1","1","1","2","3","3","4","3","2","11","99","2","1","1","2","2","2","3"
"1265","33","0","3","10","2","1","2","2","1","1","2","2","5","1","1","2","1","99","99","99","2","1","1","99","15","4","1","99","99","99","99"
"1266","23","0","3","1","2","1","3","1","1","1","6","3","1","1","1","1","1","3","3","2","1","1","1","11","15","1","1","3","3","3","2"
"1267","16","1","3","5","2","2","2","1","2","7","4","2","2","1","2","2","2","1","99","99","1","2","6","11","1","1","3","2","2","2","2"
"1268","35","0","3","4","2","1","2","2","1","2","2","1","1","99","1","1","1","99","1","3","3","2","3","99","14","1","3","2","2","2","2"
"1269","26","1","8","3","2","1","2","1","2","7","2","2","2","1","2","2","2","3","99","99","2","2","9","2","14","4","1","2","2","2","2"
"1270","23","1","3","2","2","2","3","1","2","7","5","3","2","1","2","2","2","3","3","3","1","2","3","3","6","3","2","2","2","2","2"
"1271","16","0","1","5","2","3","4","2","2","4","4","4","2","1","1","2","2","2","99","99","2","99","11","99","15","4","1","4","4","4","4"
"1272","23","1","3","1","2","2","2","1","2","7","7","1","2","1","99","2","2","3","3","3","1","2","1","2","3","4","1","2","2","2","2"
"1273","22","0","3","1","2","1","2","1","1","3","3","1","2","0","1","2","2","4","4","3","2","1","6","2","2","3","1","1","1","1","1"
"1274","23","1","3","1","2","2","2","2","2","4","3","1","1","1","2","2","2","3","3","2","99","2","1","9","3","4","1","2","2","2","2"
"1275","26","1","8","5","2","2","2","2","2","5","4","2","3","2","2","1","2","2","2","1","1","1","2","9","1","2","2","1","1","1","1"
"1276","21","0","1","10","1","1","1","1","1","1","1","3","5","1","1","1","1","2","2","1","1","1","1","5","1","1","3","1","1","1","1"
"1277","25","0","3","1","2","1","2","1","1","4","2","1","2","0","99","2","2","4","4","4","1","1","8","96","15","4","1","2","2","2","2"
"1278","16","0","3","6","2","1","3","1","2","1","5","3","3","1","1","1","1","4","99","3","2","1","4","2","1","3","1","1","1","1","1"
"1279","26","1","3","4","2","2","3","1","2","7","7","1","3","1","2","2","2","2","2","99","2","2","11","11","1","4","2","2","2","2","2"
"1280","41","0","3","1","2","2","3","3","2","7","3","1","5","1","2","2","2","6","6","3","2","1","11","11","1","4","1","3","3","3","3"
"1281","23","1","3","6","2","2","2","1","2","7","5","2","2","1","2","2","1","2","3","3","1","2","11","1","3","1","1","2","2","2","2"
"1282","43","0","1","11","2","3","4","2","2","3","4","2","2","3","3","1","1","3","3","1","3","8","6","2","2","1","5","3","3","3","3"
"1283","43","1","3","1","2","1","4","0","2","6","7","1","2","1","1","2","1","3","3","3","3","1","3","8","15","4","2","4","4","2","1"
"1284","23","1","3","6","2","7","4","2","2","7","6","3","2","1","3","2","2","3","99","99","99","2","11","9","11","3","3","4","4","3","3"
"1285","26","0","8","10","2","3","4","2","2","1","7","1","3","3","1","1","1","2","3","2","6","1","6","1","2","1","3","3","3","3","3"
